Scope	Level 1	Level 2	Level 3	Level 4	Column Text	UOM	GHG/Unit	GHG Conversion Factor 2022
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	tonne.km	kg CO2e	0.14013
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	tonne.km	kg CO2e of CO2	0.13788
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	tonne.km	kg CO2e of CH4	0.00002
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	tonne.km	kg CO2e of N2O	0.00223
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	km	kg CO2e	0.64531
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	km	kg CO2e of CO2	0.63161
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	km	kg CO2e of CH4	0.00011
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	km	kg CO2e of N2O	0.01359
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	km	kg CO2e	0.80322
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	km	kg CO2e of CO2	0.78952
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	km	kg CO2e of CH4	0.00011
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	km	kg CO2e of N2O	0.01359
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	km	kg CO2e	0.96112
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	km	kg CO2e of CO2	0.94742
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	km	kg CO2e of CH4	0.00011
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	km	kg CO2e of N2O	0.01359
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	km	kg CO2e	0.78111
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	km	kg CO2e of CO2	0.76741
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	km	kg CO2e of CH4	0.00011
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	km	kg CO2e of N2O	0.01359
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	miles	kg CO2e	1.03851
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	miles	kg CO2e of CO2	1.01648
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	miles	kg CO2e of CH4	0.00017
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		0% Laden	miles	kg CO2e of N2O	0.02186
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	miles	kg CO2e	1.29263
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	miles	kg CO2e of CO2	1.27060
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	miles	kg CO2e of CH4	0.00017
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		50% Laden	miles	kg CO2e of N2O	0.02186
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	miles	kg CO2e	1.54675
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	miles	kg CO2e of CO2	1.52472
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	miles	kg CO2e of CH4	0.00017
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		100% Laden	miles	kg CO2e of N2O	0.02186
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	miles	kg CO2e	1.25706
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	miles	kg CO2e of CO2	1.23503
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	miles	kg CO2e of CH4	0.00017
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>3.5 - 33t)		Average laden	miles	kg CO2e of N2O	0.02186
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	tonne.km	kg CO2e	
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	tonne.km	kg CO2e	0.09617
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	tonne.km	kg CO2e of CO2	0.09438
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	tonne.km	kg CO2e of N2O	0.00178
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	tonne.km	kg CO2e	0.05989
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	tonne.km	kg CO2e of CO2	0.05899
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	tonne.km	kg CO2e of N2O	0.00089
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	tonne.km	kg CO2e	0.08032
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	tonne.km	kg CO2e of CO2	0.07890
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	tonne.km	kg CO2e of N2O	0.00141
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	km	kg CO2e	0.65677
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	km	kg CO2e of CO2	0.64047
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	km	kg CO2e of N2O	0.01617
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	km	kg CO2e	0.87026
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	km	kg CO2e of CO2	0.85396
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	km	kg CO2e of N2O	0.01617
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	km	kg CO2e	1.08375
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	km	kg CO2e of CO2	1.06745
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	km	kg CO2e of N2O	0.01617
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	km	kg CO2e	0.93004
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	km	kg CO2e of CO2	0.91374
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	km	kg CO2e of N2O	0.01617
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	miles	kg CO2e	1.05696
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	miles	kg CO2e of CO2	1.03074
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		0% Laden	miles	kg CO2e of N2O	0.02602
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	miles	kg CO2e	1.40054
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	miles	kg CO2e of CO2	1.37432
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		50% Laden	miles	kg CO2e of N2O	0.02602
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	miles	kg CO2e	1.74412
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	miles	kg CO2e of CO2	1.71790
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		100% Laden	miles	kg CO2e of N2O	0.02602
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	miles	kg CO2e	1.49674
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	miles	kg CO2e of CO2	1.47052
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	Articulated (>33t)		Average laden	miles	kg CO2e of N2O	0.02602
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	tonne.km	kg CO2e	
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	tonne.km	kg CO2e	0.09674
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	tonne.km	kg CO2e of CO2	0.09494
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	tonne.km	kg CO2e of N2O	0.00179
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	tonne.km	kg CO2e	0.06017
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	tonne.km	kg CO2e of CO2	0.05927
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	tonne.km	kg CO2e of N2O	0.00089
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	tonne.km	kg CO2e	0.08153
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	tonne.km	kg CO2e of CO2	0.08009
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	tonne.km	kg CO2e of N2O	0.00143
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	km	kg CO2e	0.65630
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	km	kg CO2e of CO2	0.64011
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	km	kg CO2e of N2O	0.01606
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	km	kg CO2e	0.86750
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	km	kg CO2e of CO2	0.85131
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	km	kg CO2e of N2O	0.01606
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	km	kg CO2e	1.07870
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	km	kg CO2e of CO2	1.06251
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	km	kg CO2e of N2O	0.01606
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	km	kg CO2e	0.92391
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	km	kg CO2e of CO2	0.90772
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	km	kg CO2e of CH4	0.00013
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	km	kg CO2e of N2O	0.01606
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	miles	kg CO2e	1.05620
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	miles	kg CO2e of CO2	1.03015
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	All artics		0% Laden	miles	kg CO2e of N2O	0.02585
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	miles	kg CO2e	1.39610
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	miles	kg CO2e of CO2	1.37005
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	All artics		50% Laden	miles	kg CO2e of N2O	0.02585
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	miles	kg CO2e	1.73600
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	miles	kg CO2e of CO2	1.70995
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	All artics		100% Laden	miles	kg CO2e of N2O	0.02585
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	miles	kg CO2e	1.48688
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	miles	kg CO2e of CO2	1.46083
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	miles	kg CO2e of CH4	0.00020
Scope 3	Freighting goods	HGV (all diesel)	All artics		Average laden	miles	kg CO2e of N2O	0.02585
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	tonne.km	kg CO2e	
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	tonne.km	kg CO2e	0.12145
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	tonne.km	kg CO2e of CO2	0.11943
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	tonne.km	kg CO2e of CH4	0.00002
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	tonne.km	kg CO2e of N2O	0.00200
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	tonne.km	kg CO2e	0.07384
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	tonne.km	kg CO2e of CO2	0.07283
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	tonne.km	kg CO2e of N2O	0.00100
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	tonne.km	kg CO2e	0.10614
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	tonne.km	kg CO2e of CO2	0.10445
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	tonne.km	kg CO2e of CH4	0.00002
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	tonne.km	kg CO2e of N2O	0.00167
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	km	kg CO2e	0.67032
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	km	kg CO2e of CO2	0.65674
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	km	kg CO2e of CH4	0.00014
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	km	kg CO2e of N2O	0.01344
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	km	kg CO2e	0.84988
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	km	kg CO2e of CO2	0.83630
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	km	kg CO2e of CH4	0.00014
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	km	kg CO2e of N2O	0.01344
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	km	kg CO2e	1.02944
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	km	kg CO2e of CO2	1.01586
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	km	kg CO2e of CH4	0.00014
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	km	kg CO2e of N2O	0.01344
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	km	kg CO2e	0.89061
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	km	kg CO2e of CO2	0.87703
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	km	kg CO2e of CH4	0.00014
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	km	kg CO2e of N2O	0.01344
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	miles	kg CO2e	1.07877
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	miles	kg CO2e of CO2	1.05692
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	miles	kg CO2e of CH4	0.00023
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		0% Laden	miles	kg CO2e of N2O	0.02162
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	miles	kg CO2e	1.36774
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	miles	kg CO2e of CO2	1.34589
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	miles	kg CO2e of CH4	0.00023
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		50% Laden	miles	kg CO2e of N2O	0.02162
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	miles	kg CO2e	1.65671
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	miles	kg CO2e of CO2	1.63486
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	miles	kg CO2e of CH4	0.00023
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		100% Laden	miles	kg CO2e of N2O	0.02162
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	miles	kg CO2e	1.43329
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	miles	kg CO2e of CO2	1.41144
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	miles	kg CO2e of CH4	0.00023
Scope 3	Freighting goods	HGV (all diesel)	All HGVs		Average laden	miles	kg CO2e of N2O	0.02162
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	tonne.km	kg CO2e	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	tonne.km	kg CO2e	0.58256
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	tonne.km	kg CO2e of CO2	0.57690
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	tonne.km	kg CO2e of CH4	0.00009
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	tonne.km	kg CO2e of N2O	0.00557
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	tonne.km	kg CO2e	0.31437
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	tonne.km	kg CO2e of CO2	0.31153
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	tonne.km	kg CO2e of CH4	0.00005
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	tonne.km	kg CO2e of N2O	0.00279
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	tonne.km	kg CO2e	0.66945
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	tonne.km	kg CO2e of CO2	0.66330
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	tonne.km	kg CO2e of CH4	0.00010
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	tonne.km	kg CO2e of N2O	0.00605
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	km	kg CO2e	0.55165
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	km	kg CO2e of CO2	0.54557
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	km	kg CO2e of CH4	0.00010
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	km	kg CO2e of N2O	0.00598
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	km	kg CO2e	0.59909
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	km	kg CO2e of CO2	0.59301
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	km	kg CO2e of CH4	0.00010
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	km	kg CO2e of N2O	0.00598
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	km	kg CO2e	0.64653
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	km	kg CO2e of CO2	0.64045
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	km	kg CO2e of CH4	0.00010
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	km	kg CO2e of N2O	0.00598
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	km	kg CO2e	0.59245
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	km	kg CO2e of CO2	0.58637
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	km	kg CO2e of CH4	0.00010
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	km	kg CO2e of N2O	0.00598
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	miles	kg CO2e	0.88779
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	miles	kg CO2e of CO2	0.87801
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	miles	kg CO2e of CH4	0.00016
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		0% Laden	miles	kg CO2e of N2O	0.00962
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	miles	kg CO2e	0.96414
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	miles	kg CO2e of CO2	0.95436
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	miles	kg CO2e of CH4	0.00016
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		50% Laden	miles	kg CO2e of N2O	0.00962
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	miles	kg CO2e	1.04049
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	miles	kg CO2e of CO2	1.03071
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	miles	kg CO2e of CH4	0.00016
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		100% Laden	miles	kg CO2e of N2O	0.00962
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	miles	kg CO2e	0.95345
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	miles	kg CO2e of CO2	0.94367
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	miles	kg CO2e of CH4	0.00016
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>3.5 - 7.5 tonnes)		Average laden	miles	kg CO2e of N2O	0.00962
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>7.5 tonnes-17 tonnes)		0% Laden	tonne.km	kg CO2e	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>7.5 tonnes-17 tonnes)		0% Laden	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>7.5 tonnes-17 tonnes)		0% Laden	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>7.5 tonnes-17 tonnes)		0% Laden	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	HGV refrigerated (all diesel)	Rigid (>7.5 tonnes-17 tonnes)		50% Laden	tonne.km	kg CO2e	0.30854
